sentence,intent,tokens,BIO_tags
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
yo check my booking status for the batman,check_booking_status,"[""yo"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""the"", ""batman""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
cancel the 3 seats in chennai,cancel_ticket,"[""cancel"", ""the"", ""3"", ""seats"", ""in"", ""chennai""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
um is my reservation confirmed for 5 pm,check_booking_status,"[""um"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
um what time does the batman start in pune,check_showtime,"[""um"", ""what"", ""time"", ""does"", ""the"", ""batman"", ""start"", ""in"", ""pune""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
i want b12 for the show,select_seat,"[""i"", ""want"", ""b12"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
yo is top gun maverick playing near pune,search_movie,"[""yo"", ""is"", ""top"", ""gun"", ""maverick"", ""playing"", ""near"", ""pune""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
um show my bookig details at wave cinesas now,check_booking_status,"[""um"", ""show"", ""my"", ""bookig"", ""details"", ""at"", ""wave"", ""cinesas"", ""now""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls i want c4 for the show,select_seat,"[""pls"", ""i"", ""want"", ""c4"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
that's all thanks please,goodbye,"[""that's"", ""all"", ""thanks"", ""please""]","[""O"", ""O"", ""O""]"
is there a 2d show of top gun maverick today,check_showtime,"[""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""top"", ""gun"", ""maverick"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hey pick vip seats near c4,select_seat,"[""hey"", ""pick"", ""vip"", ""seats"", ""near"", ""c4""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
pls can u book dune part two for 1 people,book_ticket,"[""pls"", ""can"", ""u"", ""book"", ""dune"", ""part"", ""two"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
yo show me avatar the way of water sessions in jaipur,search_movie,"[""yo"", ""show"", ""me"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""sessions"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
look up my movie booking in hyderabad,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""hyderabad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
um choose recliner seat a11,select_seat,"[""um"", ""choose"", ""recliner"", ""seat"", ""a11""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey there pls,greeting,"[""hey"", ""there"", ""pls""]","[""O"", ""O""]"
check my booking status for interstellar,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""interstellar""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
thanks bye now,goodbye,"[""thanks"", ""bye"", ""now""]","[""O"", ""O""]"
yo where is my ticket for tomorrow,check_booking_status,"[""yo"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""tomorrow""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE""]"
hey look up my movi booking in bengauru pls,check_booking_status,"[""hey"", ""look"", ""up"", ""my"", ""movi"", ""booking"", ""in"", ""bengauru"", ""pls""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
what muvies like leo are running in delhi?,search_movie,"[""what"", ""muvies"", ""like"", ""leo"", ""are"", ""running"", ""in"", ""delhi"", ""?""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
yo please refund my booking for tomorrow,cancel_ticket,"[""yo"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""tomorrow""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE""]"
any tamil movies in pune,search_movie,"[""any"", ""tamil"", ""movies"", ""in"", ""pune""]","[""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
quick yo drop my reservaton at raj mandnr pls,cancel_ticket,"[""quick"", ""yo"", ""drop"", ""my"", ""reservaton"", ""at"", ""raj"", ""mandnr"", ""pls""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
select seat c3,select_seat,"[""select"", ""seat"", ""c3""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
pls drop my reservation at inox city center,cancel_ticket,"[""pls"", ""drop"", ""my"", ""reservation"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
pls can u buk leo for 1 pople,book_ticket,"[""pls"", ""can"", ""u"", ""buk"", ""leo"", ""for"", ""1"", ""pople""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
yo find the batman in mumbai,search_movie,"[""yo"", ""find"", ""the"", ""batman"", ""in"", ""mumbai""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
pls i need 2 tickets for jaan this this weekend,book_ticket,"[""pls"", ""i"", ""need"", ""2"", ""tickets"", ""for"", ""jaan"", ""this"", ""this"", ""weekend""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
check my booking statuz for dune part two,check_booking_status,"[""check"", ""my"", ""booking"", ""statuz"", ""for"", ""dune"", ""part"", ""two""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
i want to cancel tickets for tiger 3 today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""tiger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
give me vip around a11,select_seat,"[""give"", ""me"", ""vip"", ""around"", ""a11""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo pick balcony seats near c3,select_seat,"[""yo"", ""pick"", ""balcony"", ""seats"", ""near"", ""c3""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
when is jawan showing at raj mandir,check_showtime,"[""when"", ""is"", ""jawan"", ""showing"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
choose premium seat d8,select_seat,"[""choose"", ""premium"", ""seat"", ""d8""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
select seat b7,select_seat,"[""select"", ""seat"", ""b7""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
um when is barbie showing at miraj cinemas,check_showtime,"[""um"", ""when"", ""is"", ""barbie"", ""showing"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
is there a dolby show of barbie today,check_showtime,"[""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""barbie"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
hey is interstellar playing near chennai,search_movie,"[""hey"", ""is"", ""interstellar"", ""playing"", ""near"", ""chennai""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
hey cancel the 3 seats in kolkata,cancel_ticket,"[""hey"", ""cancel"", ""the"", ""3"", ""seats"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
yo i need 6 tickets for spier man no way home this toniht,book_ticket,"[""yo"", ""i"", ""need"", ""6"", ""tickets"", ""for"", ""spier"", ""man"", ""no"", ""way"", ""home"", ""this"", ""toniht""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE""]"
cancel my spider man no way home booking at pvr nexs mall,cancel_ticket,"[""cancel"", ""my"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""booking"", ""at"", ""pvr"", ""nexs"", ""mall""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
hey there?,greeting,"[""hey"", ""there"", ""?""]","[""O"", ""O""]"
hey i need 4 tickets for top gun maverick this next friday,book_ticket,"[""hey"", ""i"", ""need"", ""4"", ""tickets"", ""for"", ""top"", ""gun"", ""maverick"", ""this"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
pls where is my ticket for 25 may,check_booking_status,"[""pls"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
what movies like tiger 3 are rnning in chennai,search_movie,"[""what"", ""movies"", ""like"", ""tiger"", ""3"", ""are"", ""rnning"", ""in"", ""chennai""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
is avatar the way of water playing near kochi?,search_movie,"[""is"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""playing"", ""near"", ""kochi"", ""?""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey show me showtimes for the bavman on 25 may,check_showtime,"[""hey"", ""show"", ""me"", ""showtimes"", ""for"", ""the"", ""bavman"", ""on"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
pls hey there?,greeting,"[""pls"", ""hey"", ""there"", ""?""]","[""O"", ""O""]"
hey look up my mouie booking in delhi,check_booking_status,"[""hey"", ""look"", ""up"", ""my"", ""mouie"", ""booking"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
what movies like oppenheimer are running in kochi,search_movie,"[""what"", ""movies"", ""like"", ""oppenheimer"", ""are"", ""running"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
um is there a 4dx show of kalki 2898 ad toay?,check_showtime,"[""um"", ""is"", ""there"", ""a"", ""4dx"", ""show"", ""of"", ""kalki"", ""2898"", ""ad"", ""toay"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
drop my reservation at miraj cinemas,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey i need 4 tickets for barbie this this evening,book_ticket,"[""hey"", ""i"", ""need"", ""4"", ""tickets"", ""for"", ""barbie"", ""this"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
yo what time does barbie start in jaipur,check_showtime,"[""yo"", ""what"", ""time"", ""does"", ""barbie"", ""start"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
um book 1 balcony tickets for barbie at luxe imax,book_ticket,"[""um"", ""book"", ""1"", ""balcony"", ""tickets"", ""for"", ""barbie"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
hey thlre,greeting,"[""hey"", ""thlre""]","[""O"", ""O""]"
hey reserve 5 recliner seats in kochi,book_ticket,"[""hey"", ""reserve"", ""5"", ""recliner"", ""seats"", ""in"", ""kochi""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
when is jawan showing at luxe imax,check_showtime,"[""when"", ""is"", ""jawan"", ""showing"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
is my reservation confirmed for 6 : 45 pm,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
hey show me dune part two sessions in mumbai,search_movie,"[""hey"", ""show"", ""me"", ""dune"", ""part"", ""two"", ""sessions"", ""in"", ""mumbai""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey show me avatar the way of water sessions in kolkata,search_movie,"[""hey"", ""show"", ""me"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""sessions"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey find interstellar in delhi,search_movie,"[""hey"", ""find"", ""interstellar"", ""in"", ""delhi""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
i need 6 tickets for interstellar this this weekend,book_ticket,"[""i"", ""need"", ""6"", ""tickets"", ""for"", ""interstellar"", ""this"", ""this"", ""weekend""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
hey please refund my booking for 26 may,cancel_ticket,"[""hey"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
hey book 3 recliner tickets for jawan at inox city center,book_ticket,"[""hey"", ""book"", ""3"", ""recliner"", ""tickets"", ""for"", ""jawan"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
hey i want b7 for the show,select_seat,"[""hey"", ""i"", ""want"", ""b7"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
hey is barbie playing near hyderabad,search_movie,"[""hey"", ""is"", ""barbie"", ""playing"", ""near"", ""hyderabad""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
drop my reservation at miraj cinemas,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
good morning now,greeting,"[""good"", ""morning"", ""now""]","[""O"", ""O""]"
drop my reservation at miraj cinemas,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
that's all thx,goodbye,"[""that's"", ""all"", ""thx""]","[""O"", ""O"", ""O""]"
slect seat a10,select_seat,"[""slect"", ""seat"", ""a10""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
i want to canel tickes for tiger 3 today,cancel_ticket,"[""i"", ""want"", ""to"", ""canel"", ""tickes"", ""for"", ""tiger"", ""3"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
book 5 regular tickets for barbie at luxe imax,book_ticket,"[""book"", ""5"", ""regular"", ""tickets"", ""for"", ""barbie"", ""at"", ""luxe"", ""imax""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo choose balcony seat c4,select_seat,"[""yo"", ""choose"", ""balcony"", ""seat"", ""c4""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
pls please refund my booking for this evening,cancel_ticket,"[""pls"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
give me balcony around c3,select_seat,"[""give"", ""me"", ""balcony"", ""around"", ""c3""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey where is my ticket for next friday,check_booking_status,"[""hey"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
um please buk me 5 for spider man no way home at 1 pm,book_ticket,"[""um"", ""please"", ""buk"", ""me"", ""5"", ""for"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""at"", ""1"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
when is leo showing at carnival city mall,check_showtime,"[""when"", ""is"", ""leo"", ""showing"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
please book me 5 for dune part two at 6 : 45 pm,book_ticket,"[""please"", ""book"", ""me"", ""5"", ""for"", ""dune"", ""part"", ""two"", ""at"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
pls when is oppenheimer showing at wave cinemas,check_showtime,"[""pls"", ""when"", ""is"", ""oppenheimer"", ""showing"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
give me recliner around b7,select_seat,"[""give"", ""me"", ""recliner"", ""around"", ""b7""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
show my booking details at wave cinemas,check_booking_status,"[""show"", ""my"", ""booking"", ""details"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hello,greeting,"[""hello""]","[""O""]"
what mbvies like oppenheimer are running in delhi,search_movie,"[""what"", ""mbvies"", ""like"", ""oppenheimer"", ""are"", ""running"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
choose regular seat d8,select_seat,"[""choose"", ""regular"", ""seat"", ""d8""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
yo is there a 3d show of the batman today,check_showtime,"[""yo"", ""is"", ""there"", ""a"", ""3d"", ""show"", ""of"", ""the"", ""batman"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hey pick recliner seats near e15,select_seat,"[""hey"", ""pick"", ""recliner"", ""seats"", ""near"", ""e15""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
i want a10 for the show,select_seat,"[""i"", ""want"", ""a10"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
yo any malakalam muvies in mumbai,search_movie,"[""yo"", ""any"", ""malakalam"", ""muvies"", ""in"", ""mumbai""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
pls select seat b7,select_seat,"[""pls"", ""select"", ""seat"", ""b7""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
give me prmium around e15,select_seat,"[""give"", ""me"", ""prmium"", ""around"", ""e15""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
what movies like the batman are running in kolkata,search_movie,"[""what"", ""movies"", ""like"", ""the"", ""batman"", ""are"", ""running"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
good morqing,greeting,"[""good"", ""morqing""]","[""O"", ""O""]"
is my reservation confirmed for 6 : 45 pm thx,check_booking_status,"[""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""6"", "":"", ""45"", ""pm"", ""thx""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
thanks bye now,goodbye,"[""thanks"", ""bye"", ""now""]","[""O"", ""O""]"
look up my movie booking in bengaluru,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
quick pls choose balcony seat b7,select_seat,"[""quick"", ""pls"", ""choose"", ""balcony"", ""seat"", ""b7""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo please book me 3 for kalki 2898 ad at 6 : 45 pm,book_ticket,"[""yo"", ""please"", ""book"", ""me"", ""3"", ""for"", ""kalki"", ""2898"", ""ad"", ""at"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
check my booking status for top gun maverick,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""top"", ""gun"", ""maverick""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
